altitude_mean_meters,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Variety,Processing.Method,Color,Total.Cup.Points
,0.11,0,6,0.0,Bourbon,Washed / Wet,Green,79.33
850.0,0.11,0,0,0.0,Typica,Washed / Wet,Blue-Green,79.25
1000.0,0.13,0,10,0.0,Bourbon,Washed / Wet,Green,79.25
371.61216,0.1,0,0,0.0,Bourbon,Washed / Wet,Green,79.17
1650.0,0.11,0,5,0.0,Catuai,Washed / Wet,Green,79.17
1320.0,0.11,0,6,8.0,Bourbon,Washed / Wet,Green,79.17
1550.0,0.11,0,6,0.0,Catuai,Washed / Wet,Green,79.17
,0.1,5,20,0.0,Catuai,Washed / Wet,,79.17
1550.0,0.14,0,8,0.0,Typica,Washed / Wet,,79.17
1450.0,0.14,0,34,0.0,Typica,Washed / Wet,Green,79.17
1200.0,0.01,0,8,0.0,Typica,,,79.17
1700.0,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,79.08
260.12851200000006,0.13,0,0,0.0,Other,Washed / Wet,Green,79.08
1500.0,0.16,0,2,0.0,Typica,Washed / Wet,,79.08
1100.0,0.11,0,45,0.0,Mundo Novo,Washed / Wet,Green,79.08
1200.0,0.1,0,0,0.0,Typica,Washed / Wet,Bluish-Green,79.08
,0.1,0,3,0.0,,,,79.08
371.61216,0.12,0,3,0.0,Other,Washed / Wet,Green,79.0
1350.0,0.11,0,12,0.0,Pacas,Washed / Wet,Green,79.0
1400.0,0.0,0,4,0.0,Typica,Washed / Wet,,79.0
1300.0,0.12,0,12,0.0,Mundo Novo,Natural / Dry,,79.0
1550.0,0.14,3,17,0.0,Typica,Semi-washed / Semi-pulped,Green,79.0
12.0,0.14,7,38,0.0,Typica,Washed / Wet,Green,79.0
1300.0,0.12,0,8,0.0,Typica,Washed / Wet,Green,78.92
1400.0,0.16,0,0,0.0,Typica,Washed / Wet,,78.92
1100.0,0.1,0,4,2.0,Caturra,Other,Green,78.83
,0.12,5,8,0.0,,Natural / Dry,Green,78.75
399.48307200000005,0.12,1,8,0.0,Bourbon,Washed / Wet,Green,78.75
1320.0,0.14,0,0,0.0,Typica,Washed / Wet,Green,78.75
1250.0,0.14,0,0,0.0,Typica,Semi-washed / Semi-pulped,,78.75
1350.0,0.12,0,0,0.0,Bourbon,Washed / Wet,,78.75
1850.0,0.0,0,5,0.0,Typica,Washed / Wet,Green,78.67
1150.0,0.13,0,2,0.0,Caturra,Washed / Wet,,78.67
,0.1,1,7,5.0,,,Green,78.58
,0.11,1,1,0.0,,Natural / Dry,Green,78.58
371.61216,0.12,0,3,0.0,Other,Washed / Wet,Green,78.58
800.0,0.1,0,0,0.0,Typica,Washed / Wet,Green,78.58
1400.0,0.13,0,1,0.0,Typica,Washed / Wet,Green,78.58
1300.0,0.1,0,1,0.0,Typica,Washed / Wet,,78.58
,0.0,0,0,0.0,,,,78.58
1600.0,0.0,0,0,0.0,Bourbon,Washed / Wet,Green,78.5
1400.0,0.12,0,14,0.0,Typica,Washed / Wet,,78.5
1200.0,0.13,1,3,0.0,Caturra,Washed / Wet,Green,78.5
,0.12,3,4,0.0,Catuai,Natural / Dry,Green,78.42
1500.0,0.14,0,0,0.0,Typica,Washed / Wet,,78.42
,0.1,0,0,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,78.33
371.61216,0.1,0,2,0.0,Other,Washed / Wet,Green,78.33
399.48307200000005,0.11,1,4,0.0,Bourbon,Washed / Wet,Green,78.33
1300.0,0.13,31,47,0.0,Typica,Natural / Dry,Green,78.33
,0.11,0,9,0.0,Bourbon,Washed / Wet,Green,78.33
,0.11,2,8,0.0,Hawaiian Kona,Natural / Dry,Green,78.25
,0.11,4,31,0.0,Hawaiian Kona,Natural / Dry,Green,78.25
1300.0,0.13,0,1,0.0,Java,Washed / Wet,,78.17
1050.0,0.11,0,3,0.0,Typica,Washed / Wet,Green,78.08
650.0,0.0,3,4,0.0,Yellow Bourbon,Washed / Wet,Green,78.0
1350.0,0.11,2,6,0.0,Pacas,Natural / Dry,Green,78.0
,0.12,2,3,0.0,Hawaiian Kona,Natural / Dry,Green,78.0
371.61216,0.1,1,2,0.0,Other,Washed / Wet,Green,78.0
1200.0,0.1,0,28,0.0,Typica,Washed / Wet,Green,78.0
399.48307200000005,0.11,3,9,0.0,Bourbon,Washed / Wet,Green,78.0
850.0,0.12,2,7,0.0,Other,Washed / Wet,Green,78.0
,0.1,1,3,0.0,,,Green,78.0
1200.0,0.12,2,4,0.0,Caturra,Washed / Wet,Green,77.92
1248.0,0.11,0,3,0.0,Typica,Washed / Wet,Green,77.92
,0.11,0,7,0.0,Bourbon,Washed / Wet,Green,77.92
1000.0,0.1,0,0,0.0,,,Bluish-Green,77.83
,0.11,0,2,0.0,,Washed / Wet,,77.83
399.48307200000005,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,77.83
775.0,0.11,0,0,0.0,Typica,Washed / Wet,Bluish-Green,77.67
,0.12,1,5,0.0,,Natural / Dry,Green,77.58
1300.0,0.13,0,3,0.0,Typica,Washed / Wet,Green,77.5
399.48307200000005,0.11,2,15,0.0,Bourbon,Washed / Wet,Green,77.42
890.0,0.0,0,3,0.0,Bourbon,Natural / Dry,Green,77.33
371.61216,0.1,1,2,0.0,Other,Washed / Wet,Green,77.33
1500.0,0.15,4,5,0.0,Typica,Washed / Wet,,77.33
825.0,0.1,0,1,0.0,Typica,Washed / Wet,,77.25
,0.12,1,5,0.0,,Natural / Dry,Green,77.25
1200.0,0.12,1,11,0.0,Other,Washed / Wet,Green,77.17
1200.0,0.0,7,9,0.0,Caturra,Washed / Wet,Green,77.0
,0.0,0,0,7.0,,Natural / Dry,Green,76.83
1200.0,0.0,0,0,0.0,Typica,,,76.75
,0.12,0,4,0.0,Bourbon,Washed / Wet,,76.5
1100.0,0.13,0,14,0.0,Typica,Washed / Wet,Green,76.42
399.48307200000005,0.11,0,8,0.0,Bourbon,Washed / Wet,Green,76.33
,0.11,0,5,0.0,Bourbon,Washed / Wet,,76.33
,0.0,0,0,0.0,Hawaiian Kona,Natural / Dry,Green,76.25
,0.0,0,3,0.0,,Natural / Dry,Bluish-Green,76.17
1400.0,0.16,2,4,0.0,Typica,Washed / Wet,,76.17
1250.0,0.12,0,12,0.0,Bourbon,Washed / Wet,Green,76.08
1350.0,0.11,0,7,0.0,Pacas,Natural / Dry,Green,76.0
1000.0,0.12,0,2,0.0,,Washed / Wet,Green,75.83
,0.11,0,6,1.0,,Natural / Dry,Green,75.67
399.48307200000005,0.11,0,15,0.0,Bourbon,Washed / Wet,Green,75.58
,0.12,0,10,0.0,Bourbon,Washed / Wet,,75.58
1100.0,0.11,4,20,0.0,Pacamara,Washed / Wet,Green,75.5
1200.0,0.11,0,20,0.0,Mundo Novo,Washed / Wet,Green,75.17
1100.0,0.12,0,8,0.0,Other,Washed / Wet,,75.17
1280.0,0.13,23,29,0.0,Typica,Washed / Wet,Bluish-Green,75.17
850.0,0.14,15,7,0.0,Typica,Washed / Wet,Green,75.0
1500.0,0.17,0,6,0.0,Typica,Washed / Wet,,74.92
1250.0,0.12,0,30,0.0,Typica,Washed / Wet,Green,74.83
,0.11,0,8,0.0,Bourbon,Washed / Wet,,74.75
,0.11,0,10,0.0,Bourbon,Washed / Wet,,74.75
1700.0,0.12,0,7,0.0,Typica,Washed / Wet,Green,74.67
,0.0,1,2,0.0,Hawaiian Kona,Natural / Dry,Blue-Green,74.42
399.48307200000005,0.11,1,1,0.0,Bourbon,Washed / Wet,Green,74.33
1140.0,0.14,3,11,0.0,Typica,Washed / Wet,Green,74.33
1200.0,0.13,0,27,0.0,Typica,Washed / Wet,,74.0
1250.0,0.12,0,19,0.0,Typica,Washed / Wet,Green,73.83
,0.0,9,17,0.0,Hawaiian Kona,Natural / Dry,,73.67
,0.11,0,0,1.0,,,Green,73.5
1350.0,0.11,1,16,0.0,Pacas,Washed / Wet,Green,73.42
1200.0,0.0,1,1,0.0,Typica,Washed / Wet,,72.92
,0.0,0,15,0.0,,Natural / Dry,Bluish-Green,72.83
,0.11,5,9,0.0,Hawaiian Kona,Natural / Dry,Green,72.58
1020.0,0.08,1,0,0.0,,,,72.33
1200.0,0.11,0,7,0.0,Caturra,Washed / Wet,Green,71.75
800.0,0.12,4,24,0.0,Mundo Novo,Washed / Wet,Green,71.08
1800.0,0.11,0,0,0.0,Bourbon,Washed / Wet,Green,71.0
1000.0,0.12,0,1,0.0,Typica,Washed / Wet,Green,70.75
,0.11,0,55,1.0,,Natural / Dry,Green,70.67
1450.0,0.1,0,4,0.0,Catuai,Washed / Wet,Green,69.33
1450.0,0.1,0,3,0.0,Catuai,Washed / Wet,Green,69.17
1450.0,0.1,0,4,0.0,Catuai,Washed / Wet,Green,69.17
900.0,0.11,0,20,0.0,Bourbon,Washed / Wet,,68.33
350.0,0.14,8,16,0.0,Typica,Natural / Dry,Blue-Green,67.92
1100.0,0.13,1,5,0.0,Caturra,Other,Green,63.08
431.999136,0.1,0,4,0.0,Catuai,Washed / Wet,Green,59.83
